2037,false,{},false
2038,false,{},false
2039,false,{},false
2040,false,{},false
2041,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-2/1,-2/1,0/1,-2/1,-1/1}},false
2042,false,{},false
2043,false,{},false
2044,false,{},false
2045,false,{},false
2046,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,-1/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
2047,false,{},false
2048,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,1/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1}},false
2049,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2050,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2051,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2052,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2053,false,{},false
2054,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,-1/1,0/1,-1/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2055,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2056,true,{{1/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-2/1,-2/1,0/1,-2/1,-1/1}},false
2057,true,{{1/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-2/1,-2/1,0/1,-2/1,-1/1}},false
2058,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2059,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2060,false,{},false
2061,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2062,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2063,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2064,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2065,false,{},false
2066,false,{},false
2067,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2068,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2069,false,{},false
2070,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,1/1,0/1,-1/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2071,false,{},false
2072,false,{},false
2073,false,{},false
2074,false,{},false
2075,false,{},false
2076,false,{},false
2077,false,{},false
2078,false,{},false
2079,false,{},false
2080,false,{},false
2081,true,{{1/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-2/1,-2/1,0/1,-1/1,-1/1}},false
2082,false,{},false
2083,false,{},false
2084,false,{},false
2085,false,{},false
2086,false,{},false
2087,false,{},false
2088,false,{},false
2089,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-1/1,-1/1,-1/1,-1/1,0/1,-1/1},{0/1,-2/1,-2/1,-1/1,0/1,-1/1},{-1/1,-1/1,-1/1,0/1,0/1,-1/1}},false
2090,false,{},false
2091,true,{{0/1,0/1,-1/1,0/1,0/1,0/1},{-2/1,0/1,0/1,1/1,0/1,-1/1},{-1/1,-1/1,-1/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{-2/1,0/1,0/1,0/1,0/1,-1/1},{-1/1,-1/1,-1/1,0/1,0/1,-1/1}},false
2092,false,{},false
2093,false,{},false
2094,false,{},false
2095,false,{},false
2096,false,{},false
2097,false,{},false
2098,false,{},false
2099,false,{},false
2100,false,{},false
2101,false,{},false
2102,false,{},false
2103,false,{},false
2104,false,{},false
2105,false,{},false
2106,false,{},false
2107,false,{},false
2108,false,{},false
2109,false,{},false
2110,false,{},false
2111,false,{},false
2112,false,{},false
2113,false,{},false
2114,false,{},false
2115,false,{},false
2116,false,{},false
2117,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2118,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-2/1,-2/1,0/1,-2/1,-1/1}},false
2119,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2120,false,{},false
2121,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2122,false,{},false
2123,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2124,false,{},false
2125,false,{},false
2126,false,{},false
2127,false,{},false
2128,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2129,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2130,false,{},false
2131,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,-1/1,0/1,-1/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2132,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2133,true,{{1/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-2/1,-2/1,0/1,-2/1,-1/1}},false
2134,true,{{1/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,-1/1,0/1},{0/1,-2/1,-2/1,0/1,-2/1,-1/1}},false
2135,false,{},false
2136,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2137,false,{},false
2138,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2139,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2140,false,{},false
2141,false,{},false
2142,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2143,false,{},false
2144,true,{{1/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,1/1,0/1,-1/1},{0/1,-2/1,-2/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,-2/1,0/1,0/1,-1/1}},false
2145,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-2/1,-1/1}},false
2146,false,{},false
2147,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
2148,false,{},false
2149,false,{},false
2150,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,-2/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,-1/1,0/1,-1/1,-1/1}},false
2151,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,-1/1}},false
2152,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-2/1,0/1,0/1,-1/1,-1/1}},false
2153,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2154,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,-2/1,0/1,1/1,0/1,-1/1},{0/1,-2/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2155,false,{},false
2156,true,{{1/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-2/1,0/1,0/1,-2/1,-1/1}},false
2157,true,{{-1/1,1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{-1/1,0/1,0/1,0/1,-1/1,0/1},{-2/1,0/1,0/1,0/1,-2/1,-1/1}},false
2158,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2159,false,{},false
2160,false,{},false
2161,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,-2/1,0/1,-2/1,0/1,-1/1}},false
2162,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,-2/1,0/1,-2/1,0/1,-1/1}},false
2163,false,{},false
2164,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,-1/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-2/1,0/1,-2/1,1/1,-1/1},{0/1,-1/1,0/1,-1/1,0/1,0/1},{0/1,-2/1,0/1,-2/1,0/1,-1/1}},false
2165,false,{},false
2166,false,{},false
2167,false,{},false
2168,false,{},false
2169,true,{{1/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-2/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
2170,true,{{1/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-2/1,1/1,0/1,0/1,-1/1},{0/1,-2/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1},{0/1,-2/1,0/1,0/1,-1/1,-1/1}},false
2171,false,{},false
2172,false,{},false
2173,false,{},false
2174,false,{},false
2175,false,{},false
2176,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
2177,false,{},false
2178,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-2/1,1/1,0/1,0/1,-1/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,1/1,-1/1},{0/1,-2/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
2179,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-2/1,1/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-2/1,0/1,0/1,-1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,-1/1,-1/1}},false
2180,false,{},false
2181,false,{},false
2182,false,{},false
2183,false,{},false
2184,false,{},false
2185,false,{},false
2186,false,{},false
2187,false,{},false
2188,false,{},false
2189,false,{},false
2190,false,{},false
2191,false,{},false
2192,false,{},false
2193,false,{},false
2194,false,{},false
2195,false,{},false
2196,false,{},false
2197,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,1/1,-1/1},{0/1,-2/1,-1/1,0/1,0/1,-2/1},{0/1,-1/1,-1/1,0/1,0/1,-2/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
2198,false,{},false
2199,false,{},false
2200,false,{},false
2201,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,-1/1,0/1,0/1,-1/1},{0/1,0/1,-1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
2202,false,{},false
2203,false,{},false
2204,true,{{1/1,0/1,0/1,0/1,0/1,0/1},{0/1,-2/1,1/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,1/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,1/1,-1/1},{0/1,-2/1,0/1,0/1,0/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,-1/1}},false
2205,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2206,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2207,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2208,false,{},false
2209,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-2/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2210,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2211,true,{{1/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-2/1,0/1,0/1,-1/1,-1/1},{0/1,0/1,0/1,0/1,-1/1,0/1}},false
2212,false,{},false
2213,false,{},false
2214,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,1/1,0/1,0/1,-1/1},{0/1,-2/1,0/1,1/1,0/1,-1/1},{0/1,-4/1,0/1,0/1,-1/1,-2/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2215,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2216,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2217,false,{},false
2218,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,-2/1,0/1,-1/1,0/1,-1/1},{0/1,-2/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2219,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,-1/1,0/1,0/1},{0/1,-2/1,0/1,0/1,1/1,-1/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2220,true,{{1/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,-1/1,0/1},{0/1,-2/1,0/1,0/1,-2/1,-1/1}},false
2221,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2222,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2223,false,{},false
2224,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2225,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,-1/1,0/1},{0/1,0/1,0/1,0/1,-1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
2226,false,{},false
2227,true,{{1/1,-1/1,0/1,0/1,0/1,0/1},{0/1,0/1,-1/1,0/1,0/1,0/1},{0/1,0/1,0/1,1/1,0/1,0/1},{0/1,0/1,0/1,0/1,1/1,0/1},{0/1,-1/1,0/1,0/1,0/1,0/1},{0/1,-2/1,0/1,0/1,0/1,-1/1}},false
